attr:Activity_ID,id,name[1],description[1],attr:Multiple_Choice_Type_(if_applicable),datatype,attr:Input_Options,attr:Calculation,attr:Quantity_Sub-Type,attr:Validation_Condition,attr:Editable,attr:Required,attr:Skip_Logic,attr:Linkages_to_Aggregate_Indicators,attr:Notes,map_to_concept_url[0],attr:ICD-11_URI,attr:ICD-11_Comments_Considerations,map_type[0],map_to_concept_url[1],attr:ICD-10_Comments_Considerations,map_type[1],map_to_concept_url[2],attr:ICD-9_Comments_Considerations,map_type[2],map_to_concept_url[3],attr:LOINC_version_2.68_Comments_Considerations,map_type[3],map_to_concept_url[4],attr:ICHI_URI,attr:ICHI_Comments_Considerations,map_type[4],map_to_concept_url[5],attr:ICF_Comments_Considerations,map_type[5],map_to_concept_url[6],attr:SNOMED_GPS_Code_Comments_Considerations,map_type[6],map_to_concept_url[7],attr:Snomed_CT_International_Version_Comments_Considerations,map_type[7],attr:HL7_FHIR_R4_Resource,attr:HL7_FHIR_R4_Values,map_to_concept_url[8],map_type[8],attr:ICD-11_Description,map_to_concept_url[9],attr:WHO_ATC_Name,attr:Activity_Group,map_type[9],resource_type,source,owner_id,owner_type,retired,name_type[1],map_from_concept_url[10],map_type[10],map_to_concept_url[10],concept_class,attr:ValueSet_URL
IMMZ.G1.Administer Vaccine,113,Anaphylaxis,The patient's reaction manifested in anaphylaxis,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/113/,Input Option,
IMMZ.G1.Administer Vaccine,114,Fever,The patient's reaction manifested in fever,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/MG26,,,Unspecified map type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/114/,Input Option,
IMMZ.G1.Administer Vaccine,115,Other,The patient's reaction manifested in another way,Input Option,Codes,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE22/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/115/,Input Option,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE23,Reaction Duration,The duration (length) of the reaction.,,Quantity,,,Duration,Must be positive value greater than zero (>0),Yes,C,Skip if Reaction Detail not provided,IMMZ.IND.27,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/103335007,Duration (attribute),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/103335007,Duration (attribute),Source is narrower than target,Observation.effectivePeriod,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE24,Reaction Severity,The severity of the reaction which was observed.,Select one,Coding,,,,Must be a reaction severity code,Yes,C,Skip if Reaction Detail not provided,IMMZ.IND.27,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/246112005,Severity (attribute),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/246112005,Severity (attribute),Source is narrower than target,Observation.component.code,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.G1.DE24-values
IMMZ.G1.Administer Vaccine,116,Fatal,The patient died as a result of the reaction,Input Option,Codes,,,,,Yes,C,,,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/399166001,Fatal (qualifier value),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/399166001,Fatal (qualifier value),Equivalent,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE24/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/116/,Input Option,
IMMZ.G1.Administer Vaccine,117,Life Threatening,The patient had a life-threatening reaction to the administered vaccine.,Input Option,Codes,,,,,Yes,C,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XS2R,http://id.who.int/icd/entity/1355303673,"There is no extension code specific to ""Life Threatening"".",Related to,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/442452003,Life threatening severity (qualifier value),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/442452003,Life threatening severity (qualifier value),Equivalent,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE24/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/117/,Input Option,
IMMZ.G1.Administer Vaccine,118,Mild,"Local reaction at the injection site or minor systemic reaction such as fever or malaise, that occurs over a short period of time and pose little danger",Input Option,Codes,,,,,Yes,C,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XS5W,http://id.who.int/icd/entity/562478860,,Equivalent,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/255604002,Mild (qualifier value),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/255604002,Mild (qualifier value),Equivalent,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE24/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/118/,Input Option,
IMMZ.G1.Administer Vaccine,119,Mild to Moderate,"Local or systemic reactions (fever, mailase, muscle pain headache) resolving after a short period of time, causing more discomfort than a mild reaction but less than moderate",Input Option,Codes,,,,,Yes,C,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XS5W,http://id.who.int/icd/entity/562478860 http://id.who.int/icd/entity/1663264387,,Equivalent,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/371923003,Mild to moderate (qualifier value),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/371923003,Mild to moderate (qualifier value),Equivalent,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE24/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/119/,Input Option,
IMMZ.G1.Administer Vaccine,120,Moderate,Local or systemic reactions more severe than mild and of longer duration,Input Option,Codes,,,,,Yes,C,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XS0T,http://id.who.int/icd/entity/1663264387,,Equivalent,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/6736007,Moderate (severity modifier),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/6736007,Moderate (severity modifier),Equivalent,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE24/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/120/,Input Option,
IMMZ.G1.Administer Vaccine,121,Moderate to Severe,More severe local or systemic reactions that are not life threatening and but could include minor seizures or high fever less series than severe.,Input Option,Codes,,,,,Yes,C,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XS0T,http://id.who.int/icd/entity/1663264387 http://id.who.int/icd/entity/1201187093,,Equivalent,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/371924009,Moderate to severe (qualifier value),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/371924009,Moderate to severe (qualifier value),Equivalent,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE24/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/121/,Input Option,
IMMZ.G1.Administer Vaccine,122,Severe,Severe and potentially (rarely) life threatening reactions including seizures and anaphlactic reactions,Input Option,Codes,,,,,Yes,C,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XS25,http://id.who.int/icd/entity/1201187093,,Equivalent,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/24484000,Severe (qualifier value),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/24484000,Severe (qualifier value),Equivalent,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE24/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/122/,Input Option,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE25,Reaction outcome,"The outcome of the reaction (death, hospitalization, recovered, disabled)",Select one,Coding,,,,Must be an outcome code,Yes,C,Answer if a patient has had an adverse reaction,,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/293104008,Adverse reaction to component of vaccine product (disorder),Source is broader than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/405533003,Adverse incident outcome categories (finding),Equivalent,Observation.component.code,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.G1.DE25-values
IMMZ.G1.Administer Vaccine,123,Death,The adverse event resulted in the patient's death,Input Option,Codes,,,,,Yes,C,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/405535005,Adverse incident resulting in death (finding),Equivalent,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE25/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/123/,Input Option,
IMMZ.G1.Administer Vaccine,124,Recovered,The patient fully recovered,Input Option,Codes,,,,,Yes,C,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/398056004,Transient abnormality with full recovery (finding),Related to,Observation.component.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE25/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/124/,Input Option,
IMMZ.G1.Administer Vaccine,125,Recovered with sequelae,The patient is recovered with sequelae as a consequence of the reaction/vaccination,Input Option,Codes,,,,,Yes,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE25/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/125/,Input Option,
IMMZ.G1.Administer Vaccine,126,Recovering,The patient is recovering,Input Option,Codes,,,,,Yes,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE25/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/126/,Input Option,
IMMZ.G1.Administer Vaccine,127,Not Recovered,The patient has not recovered,Input Option,Codes,,,,,Yes,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE25/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/127/,Input Option,
IMMZ.G1.Administer Vaccine,128,Unknown,The patient's reaction outcome is unknown,Input Option,Codes,,,,,Yes,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE25/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/128/,Input Option,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE26,Reaction Reported,Indicates self-reported reaction,,Boolean,Yes/No,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/418799008,Finding reported by subject or history provider (finding),Source is narrower than target,/orgs/IHTSDO/sources/SNOMED-CT/concepts/418799008,Finding reported by subject or history provider (finding),Source is narrower than target,Immunization.reaction.reported,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE27,Protocol Series,Name of vaccine series. This patient-specific element is auto-populated by the decision support embedded in the electronic immunization system to describe the name of the vaccine protocol series that patient has been given.,,String,,,,,Yes,O,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/13039001,Series (qualifier value),Equivalent,Immunization.protocolApplied.series,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE28,Protocol Authority,The health authority that is responsible for publishing the protocol recommendations. This patient-specific element is auto-populated by the electronic immunization system describing which health authority determined the vaccine protocol series.,,String,,,,,Yes,O,,,This may also be a reference to an organization who created the protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.protocolApplied.authority,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE29,Dose number,Vaccine dose number within series,,Quantity,,,Integer,Must be an integer greater than or equal to zero (>=0),Yes,O,,,This field can also be calculated as defined by member states,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.protocolApplied.doseNumber,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE30,Total doses in series,The recommended number of doses for immunity according to the national protocol,,Quantity,,,Integer,Must be positive integer greater than zero (>0),Yes,O,,,This data element can also be predetermined by a vaccine product registry.,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.protocolApplied.seriesDose,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.G1.Administer Vaccine,IMMZ.G1.DE31,Disease targeted,Vaccine preventable disease being targeted.,Select all that apply,Coding,,,,Must be a target disease code,Yes,O,,,,,,,,,,,,"Any ICD-9 diagnosis may appear, but cannot be linked to this data element (i.e., the target disease)",,,,,,,,,,,,,,,,,,Immunization.protocolApplied.targetDisease,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,https://app.staging.openconceptlab.org/#/orgs/WHO-Smart-Guidelines/collections/IMMZ.G1.DE31-values
IMMZ.G1.Administer Vaccine,129,Typhoid fever,The client is receiving vaccination to prevent against Typhoid fever,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/1A07,http://id.who.int/icd/entity/1528414070,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/A01.0,,Equivalent,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/4834000,Typhoid fever (disorder),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/4834000,Typhoid fever (disorder),Equivalent,Immunization.protocolApplied.targetDisease.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE31/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/129/,Input Option,
IMMZ.G1.Administer Vaccine,130,Influenza,The client is receiving vaccination to prevent against Influenza,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/1E32,http://id.who.int/icd/entity/145723401,,Source is broader than target,/orgs/WHO/sources/ICD-10-WHO/concepts/J10,,Source is broader than target,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/6142004,Influenza (disorder),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/6142004,Influenza (disorder),Equivalent,Immunization.protocolApplied.targetDisease.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE31/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/130/,Input Option,
IMMZ.G1.Administer Vaccine,131,Measles,The client is receiving vaccination to prevent against Measles,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/1F03,http://id.who.int/icd/entity/1826431497,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/B05,,Equivalent,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/14189004,Measles (disorder),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/14189004,Measles (disorder),Equivalent,Immunization.protocolApplied.targetDisease.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE31/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/131/,Input Option,
IMMZ.G1.Administer Vaccine,132,Lyme disease,The client is receiving vaccination to prevent against Lyme disease,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/1C1G,http://id.who.int/icd/entity/1600014919,,Equivalent,/orgs/WHO/sources/ICD-10-WHO/concepts/A69.2,,Equivalent,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/23502006,Lyme disease (disorder),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/23502006,Lyme disease (disorder),Equivalent,Immunization.protocolApplied.targetDisease.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE31/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/132/,Input Option,
IMMZ.G1.Administer Vaccine,133,Influenza due to Influenza B virus,The client is receiving vaccination to prevent against Influenza due to Influenza B virus,Input Option,Codes,,,,,Yes,O,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/1E32,http://id.who.int/icd/entity/734892846,,Source is narrower than target,/orgs/WHO/sources/ICD-10-WHO/concepts/J11,,Source is narrower than target,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/24662006,Influenza caused by Influenza B virus (disorder),Equivalent,/orgs/IHTSDO/sources/SNOMED-CT/concepts/24662006,Influenza caused by Influenza B virus (disorder),Equivalent,Immunization.protocolApplied.targetDisease.valueCodeableConcept,,,,,,,IMMZ.G Administer Vaccine,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/IMMZ.G1.DE31/,Q-AND-A,/orgs/WHO-Smart-Guidelines/sources/smart-example-immz/concepts/133/,Input Option,
