Activity ID,Data Element ID,Data Element Label,Description and Definition,Multiple Choice Type (if applicable),Data Type,Input Options,Calculation,Quantity Sub-Type,Validation Condition,Editable,Required,Skip Logic,Linkages to Aggregate Indicators,Notes,ICD-11 Code,ICD-11 URI,ICD-11 Comments / Considerations,ICD-11 Relationship,ICD-10 Code,ICD-10 Comments / Considerations,ICD-10 Relationship,ICD-9 Code,ICD-9 Comments / Considerations,ICD-9 Relationship,LOINC version 2.68 Code,LOINC version 2.68 Comments / Considerations,LOINC version 2.68 Relationship,ICHI (Beta 3) Code,ICHI URI,ICHI Comments / Considerations,ICHI Relationship,ICF Code,ICF Comments / Considerations,ICF Relationship,SNOMED GPS Code,SNOMED GPS Code Comments Considerations,SNOMED GPS Relationship,SNOMED CT International Version Code,SNOMED CT International Version Comments / Considerations,SNOMED CT Relationship,HL7 FHIR R4 - Resource,HL7 FHIR R4 - Values,HL7 FHIR R4 Code,HL7 FHIR R4 Relationship,ICD-11 Description,WHO ATC Code,WHO ATC Name,Origin Tab
IMMZ.G1.Administer Vaccine,,Need for immunization against plague,The individual is within the appropriate time window and requires immunity against plague,Input Option,Codes,Need for immunization against plague,,,,Yes,O,,,,QC00.3 Need for immunization against plague,http://id.who.int/icd/entity/594337139,,Equivalent,Z23.3 Need for immunization against plague,,Equivalent,V03.3,Need for prophylactic vaccination and inoculation against plague,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789032004,Requires vaccination against plague (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against tularaemia,The individual is within the appropriate time window and requires immunity against tularaemia,Input Option,Codes,Need for immunization against tularaemia,,,,Yes,O,,,,QC00.4 Need for immunization against tularaemia,http://id.who.int/icd/entity/1350717159,,Equivalent,Z23.4 Need for immunization against tularaemia,,Equivalent,V03.4,Need for prophylactic vaccination and inoculation against tularaemia,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789033009,Requires vaccination against tularemia (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against tetanus alone,The individual is within the appropriate time window and requires immunity against tetanus alone,Input Option,Codes,Need for immunization against tetanus alone,,,,Yes,O,,,,QC00.5 Need for immunization against tetanus alone,http://id.who.int/icd/entity/902398835,,Equivalent,Z23.5 Need for immunization against tetanus alone,,Equivalent,V03.7,Need for prophylactic vaccination and inoculation against tetanus toxoid alone,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,170538001,Requires full course of tetanus vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against diphtheria alone,The individual is within the appropriate time window and requires immunity against diphtheria alone,Input Option,Codes,Need for immunization against diphtheria alone,,,,Yes,O,,,,QC00.6 Need for immunization against diphtheria alone,http://id.who.int/icd/entity/1097126796,,Equivalent,Z23.6 Need for immunization against diphtheria alone,,Equivalent,V03.5,Need for prophylactic vaccination and inoculation against diphtheria alone,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789025008,Requires vaccination against diphtheria (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for vaccination against typhoid and paratyphoid (finding),The individual is within the appropriate time window and requires immunity against typhoid and paratyphoid,Input Option,Codes,Need for vaccination against typhoid and paratyphoid (finding),,,,Yes,O,,,,QC00.1 Need for immunization against typhoid-paratyphoid alone,http://id.who.int/icd/entity/847921176,,Equivalent,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,703345002,Requires vaccination against typhoid and paratyphoid (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against pertussis alone,The individual is within the appropriate time window and requires immunity against pertussis alone,Input Option,Codes,Need for immunization against pertussis alone,,,,Yes,O,,,,QC00.7 Need for immunization against pertussis alone,http://id.who.int/icd/entity/607067674,,Equivalent,Z23.7 Need for immunization against pertussis alone,,Equivalent,V03.6,Need for prophylactic vaccination and inoculation against pertussis alone,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789031006,Requires vaccination against pertussis (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Other specified need for immunization against single bacterial diseases,The individual is within the appropriate time window and requires immunity against single bacterial diseases,Input Option,Codes,Other specified need for immunization against single bacterial diseases,,,,Yes,O,,,,QC00.Y Other specified need for immunization against single bacterial diseases,No URI for residuals,,Equivalent,Z23.8 Need for immunization against other single bacterial diseases,,Equivalent,V03.8,Need for prophylactic vaccination and inoculation against single bacterial diseases,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,"Need for immunization against single bacterial diseases, unspecified","The individual is within the appropriate time window and requires immunity against single bacterial diseases, unspecified",Input Option,Codes,"Need for immunization against single bacterial diseases, unspecified",,,,Yes,O,,,,"QC00.Z Need for immunization against single bacterial diseases, unspecified",No URI for residuals,,Equivalent,Not classifiable in ICD-10,,,V03.9,"Need for prophylactic vaccination and inoculation, unspecified",Related to,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against poliomyelitis,The individual is within the appropriate time window and requires immunity against poliomyelitis,Input Option,Codes,Need for immunization against poliomyelitis,,,,Yes,O,,,,QC01.0 Need for immunization against poliomyelitis,http://id.who.int/icd/entity/1824062668,,Equivalent,Z24.0 Need for immunization against poliomyelitis,,Equivalent,V04.0,Need for prophylactic vaccination and inoculation against poliomyelitis,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,170539009,Requires polio vaccination (finding),Equivalent,170539009,Requires polio vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for prophylactic vaccination and inoculation against smallpox,The individual is within the appropriate time window and requires immunity against smallpox,Input Option,Codes,Need for prophylactic vaccination and inoculation against smallpox,,,,Yes,O,,,,QC01.Y Other specified need for immunization against certain single viral diseases,No URI for residuals,"The ICD-11 code isn't specific to ""smallpox"".",Equivalent,Not classifiable in ICD-10,,,V04.1,Need for prophylactic vaccination and inoculation against smallpox,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against arthropod-borne viral encephalitis,The individual is within the appropriate time window and requires immunity against arthropod-borne viral encephalitis,Input Option,Codes,Need for immunization against arthropod-borne viral encephalitis,,,,Yes,O,,,,QC01.1 Need for immunization against arthropod-borne viral encephalitis,http://id.who.int/icd/entity/166932826,,Equivalent,Z24.1 Need for immunization against arthropod-borne viral encephalitis,,Equivalent,V05.0,Need for prophylactic vaccination and inoculation against arthropod-borned viral encephalitis,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789023001,Requires vaccination against arthropod-borne viral encephalitis (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for prophylactic vaccination and inoculation against rabies,The individual is within the appropriate time window and requires immunity against rabies,Input Option,Codes,Need for prophylactic vaccination and inoculation against rabies,,,,Yes,O,,,,QC01.2 Need for immunization against rabies,http://id.who.int/icd/entity/2103337383,,Equivalent,Not classifiable in ICD-10,,,V05.1,Need for prophylactic vaccination and inoculation against other arthropod-borned viral diseases,Related to,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against rabies,The individual is within the appropriate time window and requires immunity against rabies,Input Option,Codes,Need for immunization against rabies,,,,Yes,O,,,,QC01.2 Need for immunization against rabies,http://id.who.int/icd/entity/2103337383,,Equivalent,Z24.2 Need for immunization against rabies,,Equivalent,V04.5,Need for prophylactic vaccination and inoculation against rabies,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,170543008,Requires rabies vaccination course (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against yellow fever,The individual is within the appropriate time window and requires immunity against yellow fever,Input Option,Codes,Need for immunization against yellow fever,,,,Yes,O,,,,QC01.3 Need for immunization against yellow fever,http://id.who.int/icd/entity/404073523,,Equivalent,Z24.3 Need for immunization against yellow fever,,Equivalent,V04.4,Need for prophylactic vaccination and inoculation against yellow fever,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,170545001,Requires a yellow fever vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against measles alone,The individual is within the appropriate time window and requires immunity against measles alone,Input Option,Codes,Need for immunization against measles alone,,,,Yes,O,,,,QC01.4 Need for immunization against measles alone,http://id.who.int/icd/entity/1811627943,,Equivalent,Z24.4 Need for immunization against measles alone,,Equivalent,V04.2,Need for prophylactic vaccination and inoculation against measles alone,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789029002,Requires vaccination against measles (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against rubella alone,The individual is within the appropriate time window and requires immunity against rubella alone,Input Option,Codes,Need for immunization against rubella alone,,,,Yes,O,,,,QC01.5 Need for immunization against rubella alone,http://id.who.int/icd/entity/246477363,,Equivalent,Z24.5 Need for immunization against rubella alone,,Equivalent,V04.3,Need for prophylactic vaccination and inoculation against rubella alone,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,700419006,Requires rubella vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for vaccination against viral hepatitis (finding),The individual is within the appropriate time window and requires immunity against hepatitis,Input Option,Codes,Need for vaccination against viral hepatitis (finding),,,,Yes,O,,,,QC01.6 Need for immunization against viral hepatitis,http://id.who.int/icd/entity/2048762574,,Equivalent,Z24.6 Need for immunization against viral hepatitis,,Equivalent,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789035002,Requires vaccination against viral hepatitis (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for a hepatitis A vaccination (finding),The individual is within the appropriate time window and requires immunity against hepatitis A,Input Option,Codes,Need for a hepatitis A vaccination (finding),,,,Yes,O,,,,QC01.6 Need for immunization against viral hepatitis,http://id.who.int/icd/entity/2048762574,,Equivalent,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,170541005,Requires a hepatitis A vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for course of hepatitis B vaccination (finding),The individual is within the appropriate time window and requires immunity against Hepatitis B,Input Option,Codes,Need for course of hepatitis B vaccination (finding),,,,Yes,O,,,,QC01.6 Need for immunization against viral hepatitis,http://id.who.int/icd/entity/2048762574,,Equivalent,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,170542003,Requires course of hepatitis B vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for prophylactic vaccination and inoculation against common cold,The individual is within the appropriate time window and requires immunity against the common cold,Input Option,Codes,Need for prophylactic vaccination and inoculation against common cold,,,,Yes,O,,,,QC01.Y Other specified need for immunization against certain single viral diseases,No URI for residuals,,Equivalent,Not classifiable in ICD-10,,,V04.7,Need for prophylactic vaccination and inoculation against common cold,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against mumps alone,The individual is within the appropriate time window and requires immunity against mumps alone,Input Option,Codes,Need for immunization against mumps alone,,,,Yes,O,,,,QC01.7 Need for immunization against mumps alone,http://id.who.int/icd/entity/1883255885,,Equivalent,Z25.0 Need for immunization against mumps alone,,Equivalent,V04.6,Need for prophylactic vaccination and inoculation against mumps alone,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789030007,Requires vaccination against mumps (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against influenza,The individual is within the appropriate time window and requires immunity against influenza,Input Option,Codes,Need for immunization against influenza,,,,Yes,O,,,,QC01.8 Need for immunization against influenza,http://id.who.int/icd/entity/353106393,,Equivalent,Z25.1 Need for immunization against influenza,,Equivalent,V04.8,Need for prophylactic vaccination and inoculation against influenza,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,698353005,Requires influenza virus vaccination (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Other specified need for immunization against certain single viral diseases,see comment,Input Option,Codes,Other specified need for immunization against certain single viral diseases,,,,Yes,O,,,,QC01.Y Other specified need for immunization against certain single viral diseases,No URI for residuals,,Equivalent,Z25.8 Need for immunization against other specified single viral diseases,,Equivalent,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,,,,,,,,IMMZ.G Administer Vaccine
IMMZ.G1.Administer Vaccine,,Need for immunization against leishmaniasis,The individual is within the appropriate time window and requires immunity against leishmaniasis,Input Option,Codes,Need for immunization against leishmaniasis,,,,Yes,O,,,,QC02.0 Need for immunization against leishmaniasis,http://id.who.int/icd/entity/1908905075,,Equivalent,Z26.0 Need for immunization against leishmaniasis,,Equivalent,V05.2,Need for prophylactic vaccination and inoculation against leishmaniasis,Equivalent,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,789028005,Requires vaccination against leishmaniasis (finding),Equivalent,,,,,,,,IMMZ.G Administer Vaccine
